1,0.0020079612731934
1,0.001953125
1,0.0018670558929443
1,0.0018770694732666
1,0.0019989013671875
1,0.0019550323486328
1,0.0018701553344727
1,0.0018410682678223
1,0.0018401145935059
1,0.001978874206543
10,0.0097699165344238
10,0.010063171386719
10,0.0098249912261963
10,0.010826110839844
10,0.0085668563842773
10,0.0087118148803711
10,0.0058169364929199
10,0.010810852050781
10,0.010485887527466
10,0.0092179775238037
100,0.042640924453735
100,0.045480966567993
100,0.042684078216553
100,0.043322086334229
100,0.042320013046265
100,0.046488046646118
100,0.046416997909546
100,0.049696922302246
100,0.047471046447754
100,0.048022985458374
1000,0.36229801177979
1000,0.35750603675842
1000,0.35617804527283
1000,0.34849405288696
1000,0.36975502967834
1000,0.36869192123413
1000,0.37618899345398
1000,0.36637806892395
1000,0.36757802963257
1000,0.36367201805115
10000,3.5708689689636
10000,3.4654479026794
10000,3.5623550415039
10000,3.5825510025024
10000,3.4990360736847
10000,3.4687240123749
10000,3.4311809539795
10000,3.4576010704041
10000,3.5362529754639
30000,10.537826061249
30000,10.450932025909
30000,10.469639062881
