1,0.0019869804382324
1,0.0018270015716553
1,0.0018250942230225
1,0.0018389225006104
1,0.0018489360809326
1,0.0019199848175049
1,0.0018799304962158
1,0.0019118785858154
1,0.002424955368042
1,0.0018339157104492
10,0.0032680034637451
10,0.0041170120239258
10,0.0041980743408203
10,0.0037329196929932
10,0.0036020278930664
10,0.003558874130249
10,0.0033719539642334
10,0.003931999206543
10,0.0044100284576416
10,0.0039198398590088
100,0.015338897705078
100,0.016365051269531
100,0.016381025314331
100,0.01659107208252
100,0.012825965881348
100,0.013988018035889
100,0.015125036239624
100,0.013423919677734
100,0.016822099685669
100,0.015589952468872
1000,0.10745906829834
1000,0.094574928283691
1000,0.086817979812622
1000,0.11114096641541
1000,0.1032600402832
1000,0.094306945800781
1000,0.10234308242798
1000,0.09600305557251
1000,0.093796968460083
1000,0.095445156097412
10000,0.88160586357117
10000,0.927414894104
10000,0.92846488952637
10000,0.86920094490051
10000,0.8588399887085
10000,0.87595510482788
10000,0.89565420150757
10000,0.83674812316895
10000,0.91020512580872
10000,0.83027696609497
30000,2.533793926239
30000,2.621945142746
30000,2.6881611347198
30000,2.5775740146637
30000,2.7128570079803
30000,2.5848197937012
30000,2.5893330574036
30000,2.6591880321503
30000,2.5906450748444
30000,2.6577920913696
